city,city_ascii,country,iso2,state,county,display_ascii,nomin_id,osm_id,bb_min_lat,bb_max_lat,bb_min_lon,bb_max_lon,lon,lat,display_name,osm_type,place_class,place_type,importance,zoom,bb_center_lat,bb_center_lon
Uxbridge,Uxbridge,Canada,CA,Ontario,,"Uxbridge, Ontario, Canada",258376685,2408842,43.9709203,44.2632007,-79.3280424,-79.0480084,-79.1226768,44.1088502,"Uxbridge, Durham Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.7089448535430545,13.433343415193708,44.1170605,-79.1880254
Témiscouata-sur-le-Lac,Temiscouata-sur-le-Lac,Canada,CA,Quebec,,"Temiscouata-sur-le-Lac, Quebec, Canada",259088119,8228987,47.5267065,47.8202582,-68.9865018,-68.6786271,-68.883591,47.684343,"Témiscouata-sur-le-Lac, Témiscouata, Bas-Saint-Laurent, Québec, Canada",relation,boundary,administrative,0.793999520860011,13.373584212328435,47.67348235,-68.83256445
Saint-Joseph-du-Lac,Saint-Joseph-du-Lac,Canada,CA,Quebec,,"Saint-Joseph-du-Lac, Quebec, Canada",259468171,7699990,45.4931401,45.5681882,-74.08123,-73.9519753,-74.0060356,45.5334441,"Saint-Joseph-du-Lac, Deux-Montagnes, Laurentides, Québec, J0N 1M0, Canada",relation,boundary,administrative,0.927299997841351,13.938874006589565,45.53066415,-74.01660265000001
Woolwich,Woolwich,Canada,CA,Ontario,,"Woolwich, Ontario, Canada",258326485,2062158,43.4438307,43.6895905,-80.6261436,-80.3062805,-80.4995153919149,43.566549699999996,"Woolwich, Region of Waterloo, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6197018831470393,13.456038284503535,43.5667106,-80.46621205
Westlock,Westlock,Canada,CA,Alberta,,"Westlock, Alberta, Canada",232124,51971336,54.1125241,54.1925241,-113.8919902,-113.8119902,-113.8519902,54.1525241,"Westlock, Town of Westlock, Alberta, T7P 2G6, Canada",node,place,town,0.6901516632613277,13.961998826979475,54.1525241,-113.85199019999999
South Stormont,South Stormont,Canada,CA,Ontario,,"South Stormont, Ontario, Canada",258951247,7052052,44.9407758,45.1879882,-75.1567212,-74.7084147,-74.95146455617325,45.063750150000004,"South Stormont, Stormont, Dundas and Glengarry Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6952698587495282,13.230295792630782,45.064381999999995,-74.93256795
Osoyoos,Osoyoos,Canada,CA,British Columbia,,"Osoyoos, British Columbia, Canada",259065792,7903304,49.0050116,49.0455755,-119.5066492,-119.431869,-119.466667,49.033333,"Osoyoos, Regional District of Okanagan-Similkameen, British Columbia, Canada",relation,boundary,administrative,0.7699999999999999,13.98558822762008,49.02529355,-119.4692591
Saint-Pie,Saint-Pie,Canada,CA,Quebec,,"Saint-Pie, Quebec, Canada",259298948,7927128,45.4524594,45.5783537,-72.9834994,-72.8086567,-72.905273,45.504903,"Saint-Pie, Les Maskoutains, Montérégie, Québec, J0H 1W0, Canada",relation,boundary,administrative,0.6767523783239862,13.852610106771126,45.51540655,-72.89607805
Wilmot,Wilmot,Canada,CA,Ontario,,"Wilmot, Ontario, Canada",258314831,2062157,43.3109799,43.4797241,-80.7955526,-80.5035979,-80.63520272121451,43.39576635,"Wilmot, Region of Waterloo, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6174189406975714,13.661645877538117,43.395352,-80.64957525
Southwest Middlesex,Southwest Middlesex,Canada,CA,Ontario,,"Southwest Middlesex, Ontario, Canada",258874131,4072419,42.6074051,42.8778273,-81.8355373,-81.472374,-81.70352321815045,42.74257325,"Southwest Middlesex, Middlesex County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6763219431370922,13.318718693907709,42.7426162,-81.65395565
West Nipissing / Nipissing Ouest,West Nipissing,Canada,CA,Ontario,,"West Nipissing / Nipissing Ouest, Ontario, Canada",259174427,7540503,46.1050356,46.7117426,-80.3552019,-79.6319615,-79.9321566,46.3653409,"West Nipissing, Nipissing District, Northeastern Ontario, Ontario, Canada",relation,boundary,administrative,0.7400543905581437,10.932275018783454,46.4083891,-79.9935817
East Kelowna,East Kelowna,Canada,CA,British Columbia,,"East Kelowna, British Columbia, Canada",16849103,1717333834,49.8312382,49.8712382,-119.4272657,-119.3872657,-119.4072657,49.8512382,"East Kelowna, Kelowna, Regional District of Central Okanagan, British Columbia, V1W 4A5, Canada",node,place,suburb,0.7949999999999999,13.99563167155425,49.8512382,-119.40726570000001
Burton,Burton,Canada,CA,New Brunswick,,"Burton, New Brunswick, Canada",13223276,1246484928,45.8415273,45.8815273,-66.4685509,-66.4285509,-66.4485509,45.8615273,"Burton, Sunbury County, New Brunswick / Nouveau-Brunswick, E2V 2Y6, Canada",node,place,village,0.695,13.995631671554255,45.861527300000006,-66.4485509
Saskatoon,Saskatoon,Canada,CA,Saskatchewan,,"Saskatoon, Saskatchewan, Canada",258610345,4189345,52.0697966,52.2311425,-106.8249655,-106.503699,-106.660767,52.131802,"Saskatoon, Saskatchewan, Canada",relation,boundary,administrative,0.8869828868385926,13.643642704251912,52.15046955,-106.66433225
La Pêche,La Peche,Canada,CA,Quebec,,"La Peche, Quebec, Canada",259184212,7045685,45.5986863,45.8041226,-76.3255253,-75.8135479,-76.07502269482532,45.70155285,"La Pêche, Les Collines-de-l'Outaouais, Outaouais, Québec, Canada",relation,boundary,administrative,0.6383953917728152,13.269871722426595,45.70140445,-76.06953659999999
Windsor,Windsor,Canada,CA,Ontario,,"Windsor, Ontario, Canada",642359,253421090,42.157099,42.477099,-83.1953434,-82.8753434,-83.0353434,42.317099,"Windsor, Southwestern Ontario, Ontario, N9A 3A8, Canada",node,place,city,0.8415202292444786,13.289341935483886,42.317099,-83.0353434
Rockwood,Rockwood,Canada,CA,Manitoba,,"Rockwood, Manitoba, Canada",258469160,3309569,50.0636344,50.5068941,-97.4597143,-97.113417,-97.314148,50.285829,"Rockwood, Manitoba, Canada",relation,boundary,administrative,0.6610053078346156,12.931294818934939,50.28526425,-97.28656565
Mercier,Mercier,Canada,CA,Quebec,,"Mercier, Quebec, Canada",259562385,7785156,45.2558965,45.3461549,-73.798175,-73.6878814,-73.746051,45.310444,"Mercier, Roussillon, Montérégie, Québec, Canada",relation,boundary,administrative,0.6128029905997681,13.937090034923544,45.3010257,-73.7430282
Niagara-on-the-Lake,Niagara-on-the-Lake,Canada,CA,Ontario,,"Niagara-on-the-Lake, Ontario, Canada",258372394,2388052,43.1404027,43.2660321,-79.2035768,-79.0427309,-79.0723264,43.2556116,"Niagara-on-the-Lake, Niagara Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,1.038281649527701,13.865255533740957,43.2032174,-79.12315385
Nicolet,Nicolet,Canada,CA,Quebec,,"Nicolet, Quebec, Canada",259066050,8042774,46.1412985,46.2832138,-72.7324967,-72.5121378,-72.6191889,46.2273284,"Nicolet, Nicolet-Yamaska, Centre-du-Québec, Québec, Canada",relation,boundary,administrative,0.6535462062375353,13.78772253948428,46.21225615,-72.62231725000001
Innisfail,Innisfail,Canada,CA,Alberta,,"Innisfail, Alberta, Canada",151059,29576832,51.9800845,52.0600845,-113.9894301,-113.9094301,-113.9494301,52.0200845,"Innisfail, Town of Innisfail, Alberta, T4G 1E2, Canada",node,place,town,0.6300000000000001,13.961998826979462,52.020084499999996,-113.9494301
Banff,Banff,Canada,CA,Alberta,,"Banff, Alberta, Canada",149267,29546626,51.1377781,51.2177781,-115.6082504,-115.5282504,-115.5682504,51.1777781,"Banff, Alberta, T1L 1A6, Canada",node,place,town,0.8255718859227517,13.961998826979475,51.1777781,-115.56825040000001
Cold Lake,Cold Lake,Canada,CA,Alberta,,"Cold Lake, Alberta, Canada",35536219,2865417692,54.4434912,54.4834912,-110.1971367,-110.1571367,-110.1771367,54.4634912,"Cold Lake North, City of Cold Lake, Alberta, T9M 1N6, Canada",node,place,suburb,0.695,13.995631671554248,54.4634912,-110.1771367
Springwater,Springwater,Canada,CA,Ontario,,"Springwater, Ontario, Canada",258816066,6105469,44.3385254,44.6484613,-79.9847919,-79.6426941,-79.83172283448036,44.49409275,"Springwater, Simcoe County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.6371516336244856,13.263918381076872,44.49349335,-79.813743
Edwardsburgh/Cardinal,Edwardsburgh/Cardinal,Canada,CA,Ontario,,"Edwardsburgh/Cardinal, Ontario, Canada",259014020,7434055,44.7098686,44.9564553,-75.6471387,-75.3573167,-75.49699401204806,44.8312292,"Edwardsburgh/Cardinal, Leeds and Grenville Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6518117876502597,13.506089849396746,44.833161950000004,-75.50222769999999
Medicine Hat,Medicine Hat,Canada,CA,Alberta,,"Medicine Hat, Alberta, Canada",258828536,4167203,49.9895477,50.1135772,-110.8009864,-110.617509,-110.679016,50.04303,"Medicine Hat, Alberta, Canada",relation,boundary,administrative,0.9155321743238437,13.847390633632557,50.051562450000006,-110.70924769999999
Woodstock,Woodstock,Canada,CA,Ontario,,"Woodstock, Ontario, Canada",258998390,7496363,43.0943233,43.1777755,-80.790211,-80.656175,-80.7562977,43.1301111,"Woodstock, Oxford County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.7457975666396062,13.928466887390316,43.136049400000005,-80.72319300000001
The Pas,The Pas,Canada,CA,Manitoba,,"The Pas, Manitoba, Canada",107025987,72940814,53.8009619,53.8363,-101.2592929,-101.2014936,-101.2405153,53.8224172,"The Pas, Manitoba, Canada",way,boundary,administrative,0.8412688261980792,13.992531021472345,53.81863095,-101.23039325
Port Moody,Port Moody,Canada,CA,British Columbia,,"Port Moody, British Columbia, Canada",258131488,1524232,49.2704907,49.3299238,-122.9438212,-122.8211643,-122.8293424,49.2822243,"Port Moody, British Columbia, Canada",relation,boundary,administrative,0.9489496389793155,13.95576357924663,49.30020725,-122.88249275000001
Clarence-Rockland,Clarence-Rockland,Canada,CA,Ontario,,"Clarence-Rockland, Ontario, Canada",258950203,7050472,45.3644456,45.5886466,-75.3414953,-75.0795401,-75.2607533,45.5247978,"Clarence-Rockland, Prescott and Russell Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.7681598362912265,13.595326423894441,45.4765461,-75.2105177
Nanaimo,Nanaimo,Canada,CA,British Columbia,,"Nanaimo, British Columbia, Canada",307729540,2221210,49.097468,49.2521065,-124.065062,-123.8007369,-123.938122,49.163877,"Nanaimo, Regional District of Nanaimo, British Columbia, Canada",relation,boundary,administrative,0.9024853161496771,13.720439069944804,49.174787249999994,-123.93289945000001
Mont-Royal,Mont-Royal,Canada,CA,Quebec,,"Mont-Royal, Quebec, Canada",24962703,2517010971,45.5085657,45.5086657,-73.5903612,-73.5902612,-73.5903112,45.5086157,"Mont-Royal, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3A 2B7, Canada",node,natural,peak,0.7500343972100754,19.70703124998055,45.5086157,-73.5903112
Essex,Essex,Canada,CA,Ontario,,"Essex, Ontario, Canada",703647,260234802,42.1344783,42.2144783,-82.8615468,-82.7815468,-82.8215468,42.1744783,"Essex, Town of Essex, Essex County, Southwestern Ontario, Ontario, N8M 1A3, Canada",node,place,town,0.6300000000000001,13.96199882697947,42.174478300000004,-82.8215468
Olds,Olds,Canada,CA,Alberta,,"Olds, Alberta, Canada",160313,29576833,51.7523735,51.8323735,-114.1530367,-114.0730367,-114.1130367,51.7923735,"Olds, Town of Olds, Alberta, T4H 1H7, Canada",node,place,town,0.6300000000000001,13.96199882697947,51.7923735,-114.11303670000001
Whitby,Whitby,Canada,CA,Ontario,,"Whitby, Ontario, Canada",258355699,2408838,43.8173744,44.0288194,-79.0473097,-78.874655,-78.9421751,43.87982,"Whitby, Durham Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.762671197405684,13.751044005120752,43.923096900000004,-78.96098235
Kamloops,Kamloops,Canada,CA,British Columbia,,"Kamloops, British Columbia, Canada",258506297,2230726,50.6155084,50.8664283,-120.5424391,-120.041753,-120.339415,50.6758269,"Kamloops, Thompson-Nicola Regional District, British Columbia, Canada",relation,boundary,administrative,0.9291299266096925,13.126558224011916,50.74096835,-120.29209605
Wellesley,Wellesley,Canada,CA,Ontario,,"Wellesley, Ontario, Canada",194410,34710079,43.6605242,43.6705242,-79.3888011,-79.3788011,-79.3838011,43.6655242,"Wellesley, Wellesley Bus Terminal, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1Z2, Canada",node,railway,station,0.7066643958201231,14.913440454976344,43.6655242,-79.3838011
White Rock,White Rock,Canada,CA,British Columbia,,"White Rock, British Columbia, Canada",258563203,1799635,49.0020846,49.031225,-122.845581,-122.779193,-122.7979246,49.0235357,"White Rock, British Columbia, Canada",relation,boundary,administrative,0.9511003929554341,13.993287372072894,49.0166548,-122.812387
Brooks,Brooks,Canada,CA,Alberta,,"Brooks, Alberta, Canada",258715133,4167416,50.542771,50.5866301,-111.9291484,-111.8445877,-111.893005,50.571027,"Brooks, City of Brooks, Alberta, Canada",relation,boundary,administrative,0.7968698442592533,13.980855948755869,50.56470055,-111.88686805
Saint-Césaire,Saint-Cesaire,Canada,CA,Quebec,,"Saint-Cesaire, Quebec, Canada",259053525,7903251,45.3342231,45.4793686,-73.0536147,-72.9192851,-73.00415,45.410502,"Saint-Césaire, Rouville, Montérégie, Québec, Canada",relation,boundary,administrative,0.5761070069886159,13.870227848185394,45.40679585,-72.9864499
Wellington North,Wellington North,Canada,CA,Ontario,,"Wellington North, Ontario, Canada",259224365,7486153,43.7836287,44.0259785,-80.7713166,-80.3879158,-80.58398838813542,43.91081545,"Wellington North, Wellington County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6966454293771892,13.355787072914508,43.9048036,-80.5796162
Contrecoeur,Contrecoeur,Canada,CA,Quebec,,"Contrecoeur, Quebec, Canada",259263164,7903241,45.780946,45.9847389,-73.3116993,-73.1646622,-73.2374307,45.8573781,"Contrecœur, Marguerite-D'Youville, Montérégie, Québec, J0L 1C0, Canada",relation,boundary,administrative,0.5022748605526186,13.79688176072832,45.88284245,-73.23818075
Kirkland Lake,Kirkland Lake,Canada,CA,Ontario,,"Kirkland Lake, Ontario, Canada",259201320,7586671,48.1017333,48.2763221,-80.1465294,-79.8881414,-80.031281,48.154177,"Kirkland Lake, Timiskaming District, Northeastern Ontario, Ontario, Canada",relation,boundary,administrative,0.791537269287427,13.690752381892125,48.1890277,-80.01733540000001
Barrington,Barrington,Canada,CA,Nova Scotia,,"Barrington, Nova Scotia, Canada",259165131,9155834,43.5512806,43.65723,-65.5868172,-65.5180446,-65.5641098,43.5645545,"Barrington, Municipality of the District of Barrington, Shelburne County, Nova Scotia, Canada",relation,boundary,administrative,0.7699999999999999,13.955787851628774,43.6042553,-65.55243089999999
Douglas,Douglas,Canada,CA,New Brunswick,,"Douglas, New Brunswick, Canada",12142564,1197672127,45.9583186,45.9983186,-66.7510764,-66.7110764,-66.7310764,45.9783186,"Douglas, Fredericton, York County, New Brunswick / Nouveau-Brunswick, E3G 7J1, Canada",node,place,village,0.695,13.99563167155425,45.978318599999994,-66.7310764
Drummondville,Drummondville,Canada,CA,Quebec,,"Drummondville, Quebec, Canada",259209898,7932209,45.7530442,46.0316708,-72.6552443,-72.2676282,-72.5018764,45.8864303,"Drummondville, Drummond, Centre-du-Québec, Québec, Canada",relation,boundary,administrative,0.687342366885881,13.250102523407683,45.8923575,-72.46143625
Beaconsfield,Beaconsfield,Canada,CA,Quebec,,"Beaconsfield, Quebec, Canada",257531602,197578,45.4007535,45.4455171,-73.9008197,-73.82128,-73.8654387,45.4289766,"Beaconsfield, Agglomération de Montréal, Montréal (06), Québec, Canada",relation,boundary,administrative,0.6194751501951252,13.981894873507969,45.4231353,-73.86104985
Smiths Falls,Smiths Falls,Canada,CA,Ontario,,"Smiths Falls, Ontario, Canada",259255639,7426054,44.8771198,44.9142109,-76.038014,-75.9698788,-76.0212062,44.9013316,"Smiths Falls, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.8037563947089432,13.989134860395065,44.89566535,-76.0039464
Mississauga,Mississauga,Canada,CA,Ontario,,"Mississauga, Ontario, Canada",258441181,1954127,43.4789901,43.7370604,-79.8103184,-79.5398964,-79.6443879,43.5896231,"Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.8702554709745816,13.517849881108326,43.60802525,-79.6751074
Leamington,Leamington,Canada,CA,Ontario,,"Leamington, Ontario, Canada",259159899,7433781,41.6765556,42.1716189,-82.6742318,-82.4579005,-82.5996998,42.0531166,"Leamington, Essex County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.7178785304123585,13.256425980097136,41.92408725,-82.56606615
Ingersoll,Ingersoll,Canada,CA,Ontario,,"Ingersoll, Ontario, Canada",259455185,7496360,43.0108539,43.0526973,-80.9083056,-80.8512421,-80.88211,43.037725,"Ingersoll, Oxford County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6752720245005686,13.990112165420241,43.0317756,-80.87977384999999
Sainte-Brigitte-de-Laval,Sainte-Brigitte-de-Laval,Canada,CA,Quebec,,"Sainte-Brigitte-de-Laval, Quebec, Canada",259469078,7716426,46.9380017,47.1034406,-71.2707213,-71.0858266,-71.194496,47.0025,"Sainte-Brigitte-de-Laval, La Jacques-Cartier, Capitale-Nationale, Québec, G0A 3K0, Canada",relation,boundary,administrative,0.9218343857283375,13.792511881897857,47.02072115,-71.17827395
Iqaluit,Iqaluit,Canada,CA,Nunavut,,"Iqaluit, Nunavut, Canada",259366748,9445565,63.7085246,63.7763427,-68.6012079,-68.4254267,-68.521857,63.74944,"ᐃᖃᓗᐃᑦ, ᓄᓇᕗᑦ Nunavut, X0A 0H0, Canada",relation,boundary,administrative,0.6954327329951893,13.923313018871946,63.742433649999995,-68.51331730000001
Meadow Lake,Meadow Lake,Canada,CA,Saskatchewan,,"Meadow Lake, Saskatchewan, Canada",259266736,7953053,54.1067781,54.143606,-108.4904831,-108.4017508,-108.435059,54.13026,"Meadow Lake, Meadow Lake No. 588, Saskatchewan, Canada",relation,boundary,administrative,0.8702776832938519,13.983945489368772,54.125192049999995,-108.44611695
